"feature","met","total_amount","absolute_target","absolute_held","absolute_shortfall","relative_target","relative_held","relative_shortfall","sol_n"
"Acroteriobatus annulatus",FALSE,1242,621,500,121,0.5,0.402576489533011,0.0974235104669887,1
"Acroteriobatus leucospilus",TRUE,161,80.5,81,0,0.5,0.503105590062112,0,1
"Aetobatus ocellatus",TRUE,188,56.4,92,0,0.3,0.48936170212766,0,1
"Aetomylaeus bovinus",FALSE,391,195.5,195,0.5,0.5,0.498721227621483,0.00127877237851662,1
"Apristurus microps",FALSE,987,296.1,277,19.1,0.3,0.2806484295846,0.0193515704154002,1
"Apristurus saldanha",TRUE,735,220.5,221,0,0.3,0.300680272108844,0,1
"Bathyraja smithii",TRUE,738,221.4,260,0,0.3,0.35230352303523,0,1
"Bathytoshia brevicaudata",TRUE,784,235.2,377,0,0.3,0.480867346938776,0,1
"Bathytoshia lata",TRUE,933,279.9,405,0,0.3,0.434083601286174,0,1
"Carcharhinus albimarginatus",TRUE,10,3,8,0,0.3,0.8,0,1
"Carcharhinus amblyrhynchos",TRUE,23,11.5,19,0,0.5,0.826086956521739,0,1
"Carcharhinus amboinensis",TRUE,231,69.3,95,0,0.3,0.411255411255411,0,1
"Carcharhinus brachyurus",TRUE,1230,369,482,0,0.3,0.391869918699187,0,1
"Carcharhinus brevipinna",TRUE,247,74.1,103,0,0.3,0.417004048582996,0,1
"Carcharhinus humani",TRUE,63,18.9,32,0,0.3,0.507936507936508,0,1
"Carcharhinus leucas",TRUE,117,35.1,60,0,0.3,0.512820512820513,0,1
"Carcharhinus limbatus",TRUE,330,99,165,0,0.3,0.5,0,1
"Carcharhinus obscurus",FALSE,707,353.5,338,15.5,0.5,0.478076379066478,0.0219236209335219,1
"Carcharhinus plumbeus",TRUE,107,53.5,54,0,0.5,0.504672897196262,0,1
"Carcharias taurus",FALSE,552,276,274,2,0.5,0.496376811594203,0.0036231884057971,1
"Centrophorus squamosus",FALSE,515,257.5,221,36.5,0.5,0.429126213592233,0.070873786407767,1
"Centroscyllium fabricii",TRUE,445,133.5,165,0,0.3,0.370786516853933,0,1
"Centroscymnus coelolepis",FALSE,699,209.7,196,13.7,0.3,0.280400572246066,0.0195994277539342,1
"Centroscymnus owstonii",TRUE,527,158.1,199,0,0.3,0.377609108159393,0,1
"Centroselachus crepidater",TRUE,486,145.8,194,0,0.3,0.39917695473251,0,1
"Cirrhigaleus asper",TRUE,448,134.4,174,0,0.3,0.388392857142857,0,1
"Cruriraja parcomaculata",TRUE,1646,493.8,497,0,0.3,0.301944106925881,0,1
"Dasyatis chrysonota",TRUE,773,231.9,363,0,0.3,0.469598965071151,0,1
"Deania calcea",TRUE,825,247.5,264,0,0.3,0.32,0,1
"Dipturus pullopunctatus",FALSE,1780,534,516,18,0.3,0.289887640449438,0.0101123595505618,1
"Dipturus stenorhynchus",TRUE,600,180,211,0,0.3,0.351666666666667,0,1
"Etmopterus compagnoi",FALSE,741,222.3,222,0.299999999999983,0.3,0.299595141700405,0.000404858299595119,1
"Etmopterus granulosus",FALSE,781,234.3,234,0.299999999999983,0.3,0.299615877080666,0.000384122919334165,1
"Etmopterus pusillus",TRUE,1093,327.9,328,0,0.3,0.300091491308326,0,1
"Etmopterus sculptus",TRUE,603,180.9,201,0,0.3,0.333333333333333,0,1
"Galeocerdo cuvier",TRUE,164,49.2,82,0,0.3,0.5,0,1
"Galeorhinus galeus",FALSE,1925,962.5,498,464.5,0.5,0.258701298701299,0.241298701298701,1
"Gymnura natalensis",TRUE,544,163.2,254,0,0.3,0.466911764705882,0,1
"Halaelurus lineatus",TRUE,148,44.4,68,0,0.3,0.459459459459459,0,1
"Halaelurus natalensis",FALSE,649,324.5,324,0.5,0.5,0.499229583975347,0.000770416024653313,1
"Haploblepharus edwardsii",FALSE,687,412.2,351,61.2,0.6,0.510917030567686,0.0890829694323144,1
"Haploblepharus fuscus",TRUE,287,143.5,144,0,0.5,0.501742160278746,0,1
"Haploblepharus pictus",TRUE,332,99.6,114,0,0.3,0.343373493975904,0,1
"Himantura leoparda",TRUE,172,51.6,74,0,0.3,0.430232558139535,0,1
"Himantura uarnak",TRUE,91,45.5,46,0,0.5,0.505494505494505,0,1
"Holohalaelurus regani",FALSE,1940,582,535,47,0.3,0.275773195876289,0.0242268041237113,1
"Leucoraja wallacei",FALSE,1610,644,476,168,0.4,0.295652173913043,0.104347826086957,1
"Malacoraja spinacidermis",TRUE,635,190.5,232,0,0.3,0.365354330708661,0,1
"Mobula alfredi",TRUE,80,24,48,0,0.3,0.6,0,1
"Mobula birostris",TRUE,116,58,58,0,0.5,0.5,0,1
"Mobula kuhlii",TRUE,171,85.5,93,0,0.5,0.543859649122807,0,1
"Mustelus mustelus",FALSE,1503,751.5,513,238.5,0.5,0.341317365269461,0.158682634730539,1
"Mustelus palumbes",FALSE,1794,538.2,466,72.1999999999999,0.3,0.259754738015608,0.0402452619843924,1
"Myliobatis aquila",FALSE,810,405,382,23,0.5,0.471604938271605,0.0283950617283951,1
"Narke capensis",TRUE,340,102,179,0,0.3,0.526470588235294,0,1
"Neoraja stehmanni",TRUE,294,88.2,89,0,0.3,0.302721088435374,0,1
"Neotrygon caeruleopunctata",TRUE,25,7.5,12,0,0.3,0.48,0,1
"Notorynchus cepedianus",TRUE,712,213.6,328,0,0.3,0.460674157303371,0,1
"Pateobatis fai",TRUE,36,10.8,18,0,0.3,0.5,0,1
"Pateobatis jenkinsii",TRUE,226,67.8,114,0,0.3,0.504424778761062,0,1
