"feature","met","total_amount","absolute_target","absolute_held","absolute_shortfall","relative_target","relative_held","relative_shortfall","sol_n"
"Acroteriobatus annulatus",TRUE,1242,621,660,0,0.5,0.531400966183575,0,1
"Acroteriobatus leucospilus",TRUE,161,80.5,81,0,0.5,0.503105590062112,0,1
"Aetobatus ocellatus",TRUE,188,56.4,82,0,0.3,0.436170212765957,0,1
"Aetomylaeus bovinus",TRUE,391,195.5,215,0,0.5,0.549872122762148,0,1
"Apristurus saldanha",TRUE,735,220.5,303,0,0.3,0.412244897959184,0,1
"Bathytoshia lata",TRUE,933,279.9,386,0,0.3,0.413719185423365,0,1
"Carcharhinus albimarginatus",TRUE,10,3,5,0,0.3,0.5,0,1
"Carcharhinus amblyrhynchos",TRUE,23,11.5,15,0,0.5,0.652173913043478,0,1
"Carcharhinus amboinensis",TRUE,231,69.3,108,0,0.3,0.467532467532468,0,1
"Carcharhinus brachyurus",TRUE,1230,369,625,0,0.3,0.508130081300813,0,1
"Carcharhinus brevipinna",TRUE,247,74.1,136,0,0.3,0.550607287449393,0,1
"Carcharhinus leucas",TRUE,117,35.1,65,0,0.3,0.555555555555556,0,1
"Carcharhinus limbatus",TRUE,330,99,163,0,0.3,0.493939393939394,0,1
"Carcharhinus obscurus",TRUE,707,353.5,402,0,0.5,0.568599717114569,0,1
"Carcharhinus plumbeus",TRUE,107,53.5,55,0,0.5,0.514018691588785,0,1
"Carcharias taurus",TRUE,552,276,299,0,0.5,0.541666666666667,0,1
"Centrophorus squamosus",TRUE,515,257.5,258,0,0.5,0.500970873786408,0,1
"Centroscymnus owstonii",TRUE,527,158.1,167,0,0.3,0.316888045540797,0,1
"Galeorhinus galeus",TRUE,1925,962.5,963,0,0.5,0.50025974025974,0,1
"Halaelurus natalensis",TRUE,649,324.5,334,0,0.5,0.514637904468413,0,1
"Haploblepharus edwardsii",TRUE,687,412.2,413,0,0.6,0.601164483260553,0,1
"Haploblepharus fuscus",TRUE,287,143.5,144,0,0.5,0.501742160278746,0,1
"Himantura leoparda",TRUE,172,51.6,105,0,0.3,0.61046511627907,0,1
"Himantura uarnak",TRUE,91,45.5,48,0,0.5,0.527472527472527,0,1
"Leucoraja wallacei",TRUE,1610,644,790,0,0.4,0.490683229813665,0,1
"Mobula alfredi",TRUE,80,24,48,0,0.3,0.6,0,1
"Mobula birostris",TRUE,116,58,59,0,0.5,0.508620689655172,0,1
"Mobula kuhlii",TRUE,171,85.5,86,0,0.5,0.502923976608187,0,1
"Mustelus mustelus",TRUE,1503,751.5,770,0,0.5,0.51230871590153,0,1
"Myliobatis aquila",TRUE,810,405,440,0,0.5,0.54320987654321,0,1
"Neoraja stehmanni",TRUE,294,88.2,133,0,0.3,0.452380952380952,0,1
"Notorynchus cepedianus",TRUE,712,213.6,448,0,0.3,0.629213483146067,0,1
"Pateobatis fai",TRUE,36,10.8,19,0,0.3,0.527777777777778,0,1
"Pateobatis jenkinsii",TRUE,226,67.8,100,0,0.3,0.442477876106195,0,1
"Poroderma africanum",TRUE,570,171,333,0,0.3,0.58421052631579,0,1
"Poroderma pantherinum",TRUE,527,158.1,279,0,0.3,0.529411764705882,0,1
"Raja ocellifera",TRUE,765,459,475,0,0.6,0.620915032679739,0,1
"Rhinoptera jayakari",TRUE,62,31,31,0,0.5,0.5,0,1
"Rhizoprionodon acutus",TRUE,77,23.1,34,0,0.3,0.441558441558442,0,1
"Rhynchobatus djiddensis",TRUE,149,74.5,82,0,0.5,0.550335570469799,0,1
"Rostroraja alba",TRUE,1778,889,890,0,0.5,0.500562429696288,0,1
"Scylliogaleus quecketti",TRUE,24,12,12,0,0.5,0.5,0,1
"Sphyrna zygaena",TRUE,666,333,346,0,0.5,0.519519519519519,0,1
"Squalus acanthias",TRUE,2123,636.9,1058,0,0.3,0.498351389543099,0,1
"Stegostoma tigrinum",TRUE,100,30,45,0,0.3,0.45,0,1
"Taeniurops meyeni",TRUE,85,42.5,58,0,0.5,0.682352941176471,0,1
"Triaenodon obesus",TRUE,27,8.1,17,0,0.3,0.62962962962963,0,1
"Sphyrna lewini",TRUE,669,200.7,201,0,0.3,0.300448430493274,0,1
"Acroteriobatus annulatus",TRUE,1242,621,660,0,0.5,0.531400966183575,0,2
"Acroteriobatus leucospilus",TRUE,161,80.5,81,0,0.5,0.503105590062112,0,2
"Aetobatus ocellatus",TRUE,188,56.4,82,0,0.3,0.436170212765957,0,2
"Aetomylaeus bovinus",TRUE,391,195.5,215,0,0.5,0.549872122762148,0,2
"Apristurus saldanha",TRUE,735,220.5,303,0,0.3,0.412244897959184,0,2
"Bathytoshia lata",TRUE,933,279.9,386,0,0.3,0.413719185423365,0,2
"Carcharhinus albimarginatus",TRUE,10,3,5,0,0.3,0.5,0,2
"Carcharhinus amblyrhynchos",TRUE,23,11.5,15,0,0.5,0.652173913043478,0,2
"Carcharhinus amboinensis",TRUE,231,69.3,108,0,0.3,0.467532467532468,0,2
"Carcharhinus brachyurus",TRUE,1230,369,625,0,0.3,0.508130081300813,0,2
"Carcharhinus brevipinna",TRUE,247,74.1,136,0,0.3,0.550607287449393,0,2
"Carcharhinus leucas",TRUE,117,35.1,65,0,0.3,0.555555555555556,0,2
"Carcharhinus limbatus",TRUE,330,99,163,0,0.3,0.493939393939394,0,2
"Carcharhinus obscurus",TRUE,707,353.5,402,0,0.5,0.568599717114569,0,2
"Carcharhinus plumbeus",TRUE,107,53.5,55,0,0.5,0.514018691588785,0,2
"Carcharias taurus",TRUE,552,276,299,0,0.5,0.541666666666667,0,2
"Centrophorus squamosus",TRUE,515,257.5,258,0,0.5,0.500970873786408,0,2
"Centroscymnus owstonii",TRUE,527,158.1,167,0,0.3,0.316888045540797,0,2
"Galeorhinus galeus",TRUE,1925,962.5,963,0,0.5,0.50025974025974,0,2
"Halaelurus natalensis",TRUE,649,324.5,334,0,0.5,0.514637904468413,0,2
"Haploblepharus edwardsii",TRUE,687,412.2,413,0,0.6,0.601164483260553,0,2
"Haploblepharus fuscus",TRUE,287,143.5,144,0,0.5,0.501742160278746,0,2
"Himantura leoparda",TRUE,172,51.6,105,0,0.3,0.61046511627907,0,2
"Himantura uarnak",TRUE,91,45.5,48,0,0.5,0.527472527472527,0,2
"Leucoraja wallacei",TRUE,1610,644,790,0,0.4,0.490683229813665,0,2
"Mobula alfredi",TRUE,80,24,48,0,0.3,0.6,0,2
"Mobula birostris",TRUE,116,58,59,0,0.5,0.508620689655172,0,2
"Mobula kuhlii",TRUE,171,85.5,86,0,0.5,0.502923976608187,0,2
"Mustelus mustelus",TRUE,1503,751.5,770,0,0.5,0.51230871590153,0,2
"Myliobatis aquila",TRUE,810,405,440,0,0.5,0.54320987654321,0,2
"Neoraja stehmanni",TRUE,294,88.2,133,0,0.3,0.452380952380952,0,2
"Notorynchus cepedianus",TRUE,712,213.6,448,0,0.3,0.629213483146067,0,2
"Pateobatis fai",TRUE,36,10.8,19,0,0.3,0.527777777777778,0,2
"Pateobatis jenkinsii",TRUE,226,67.8,100,0,0.3,0.442477876106195,0,2
"Poroderma africanum",TRUE,570,171,333,0,0.3,0.58421052631579,0,2
"Poroderma pantherinum",TRUE,527,158.1,279,0,0.3,0.529411764705882,0,2
"Raja ocellifera",TRUE,765,459,475,0,0.6,0.620915032679739,0,2
"Rhinoptera jayakari",TRUE,62,31,31,0,0.5,0.5,0,2
"Rhizoprionodon acutus",TRUE,77,23.1,34,0,0.3,0.441558441558442,0,2
